n;R_pe;T_pe;R_ga;T_ga;ΔF
10;5.666666666666667;3.785099989424149;3.6666666666666665;4552.68423332988;-2.0000000000000004
20;9.333333333333334;32.667133336265884;6.333333333333333;21542.893300026964;-3.000000000000001
